02/28/19 16:29:32|FFWhite|||6|99|1|0|576|perf-batt-PIR-reed-light||00 06 63 90 00 01
03/01/19 16:29:32|FFWhite|||6|99|1|0|576|perf-batt-PIR-reed-light||00 06 63 90 00 01 
03/01/19 16:54:23|FFWhite|||6|99|1|0|576|perf-batt-PIR-reed-light||00 06 63 90 00 01 
03/01/19 16:57:07|FFWhite|||6|99|1|0|572|perf-batt-PIR-reed-light||00 06 63 8f 00 01 
03/01/19 16:58:52|FFWhite|||6|99|1|0|576|perf-batt-PIR-reed-light||00 06 63 90 00 01 
03/01/19 16:59:36|FFWhite|||3|99|0|0|592|perf-batt-PIR-reed-light||00 03 63 94 00 00 
03/01/19 17:01:51|FFWhite|||||
03/01/19 17:11:38|FFWhite|||6|100|1|0|592|perf-batt-PIR-reed-light||00 06 64 94 00 01 
03/01/19 17:18:25|FFWhite|||6|100|1|0|588|perf-batt-PIR-reed-light||00 06 64 93 00 01 
03/01/19 17:46:09|FFWhite|||6|100|1|0|584|perf-batt-PIR-reed-light||00 06 64 92 00 01 
03/01/19 17:51:29|FFWhite|||6|100|1|0|584|perf-batt-PIR-reed-light||00 06 64 92 00 01 
03/01/19 18:00:53|FFWhite|||6|100|1|0|588|perf-batt-PIR-reed-light||00 06 64 93 00 01 
03/01/19 18:02:29|FFWhite|||6|100|1|0|588|perf-batt-PIR-reed-light||00 06 64 93 00 01 
03/01/19 18:03:04|FFWhite|||3|100|0|0|576|perf-batt-PIR-reed-light||00 03 64 90 00 00 
03/01/19 18:22:02|FFWhite|||6|101|1|0|556|perf-batt-PIR-reed-light||00 06 65 8b 00 01 
03/01/19 18:22:47|FFWhite|||6|101|1|0|552|perf-batt-PIR-reed-light||00 06 65 8a 00 01 
03/01/19 18:23:10|FFWhite|||6|101|1|0|552|perf-batt-PIR-reed-light||00 06 65 8a 00 01 
03/01/19 18:23:36|FFWhite|||6|101|1|0|548|perf-batt-PIR-reed-light||00 06 65 89 00 01 
03/01/19 18:24:39|FFWhite|||6|101|1|0|556|perf-batt-PIR-reed-light||00 06 65 8b 00 01 
03/02/19 12:25:03|FFWhite|||6|101|1|0|552|perf-batt-PIR-reed-light||00 06 65 8a 00 01 
